book,genre,ngram_type,ngram,count
Dracula,horror,bigrams,may want,5
Dracula,horror,bigrams,said morris,5
Dracula,horror,bigrams,done may,5
Dracula,horror,bigrams,may able,5
Dracula,horror,bigrams,mitchell sons,5
Dracula,horror,bigrams,sons candy,5
Dracula,horror,trigrams,dear madam mina,24
Dracula,horror,trigrams,chapter jonathan journal,14
Dracula,horror,trigrams,mina murray journal,10
Dracula,horror,trigrams,jonathan journal october,9
Dracula,horror,trigrams,oh madam mina,8
Dracula,horror,trigrams,jonathan journal chapter,7
Dracula,horror,trigrams,mina journal september,7
Dracula,horror,trigrams,poor dear lucy,7
Dracula,horror,trigrams,chapter mina murray,6
Dracula,horror,trigrams,tate hill pier,6
Dracula,horror,trigrams,madam mina said,6
Dracula,horror,trigrams,said friend john,5
Dracula,horror,trigrams,lord mr morris,5
Dracula,horror,trigrams,mina journal october,5
Dracula,horror,trigrams,mitchell sons candy,5
Dracula,horror,trigrams,red scar forehead,5
Dracula,horror,trigrams,journal chapter jonathan,4
Dracula,horror,trigrams,murray journal chapter,4
Dracula,horror,trigrams,chapter mina journal,4
Dracula,horror,trigrams,could see nothing,4
Dracula,horror,trigrams,st mary church,4
Dracula,horror,trigrams,could see poor,4
Dracula,horror,trigrams,knock hall door,4
Dracula,horror,trigrams,madam mina shall,4
Dracula,horror,trigrams,madam mina still,4
Dracula,horror,trigrams,us could see,3
Dracula,horror,trigrams,jonathan journal continued,3
Dracula,horror,trigrams,good bye mina,3
Dracula,horror,trigrams,letter lucy mina,3
Dracula,horror,trigrams,robin hood bay,3
Dracula,horror,trigrams,st joseph mary,3
Dracula,horror,trigrams,letter mina lucy,3
Dracula,horror,trigrams,arthur september dear,3
Dracula,horror,trigrams,telegram van september,3
Dracula,horror,trigrams,lucy diary september,3
Dracula,horror,trigrams,friend john shall,3
Dracula,horror,trigrams,oh friend john,3
Dracula,horror,trigrams,said may ask,3
Dracula,horror,trigrams,king laugh come,3
Dracula,horror,trigrams,say good bye,3
Dracula,horror,trigrams,poor lucy death,3
Dracula,horror,trigrams,mr morris lord,3
Dracula,horror,trigrams,said mr morris,3
Dracula,horror,trigrams,madam mina poor,3
Dracula,horror,trigrams,madam mina tell,3
Dracula,horror,trigrams,whatever may happen,3
Dracula,horror,trigrams,friend jonathan go,3
Dracula,horror,trigrams,god alone may,3
Dracula,horror,trigrams,thought see nothing,3
Dracula,horror,trigrams,water level wood,3
Dracula,horror,trigrams,snow could see,3
Dracula,horror,trigrams,chapter cutting august,2
Dracula,horror,trigrams,journal chapter mina,2
Dracula,horror,trigrams,chapter xi lucy,2
Dracula,horror,trigrams,xi lucy diary,2
Dracula,horror,trigrams,diary chapter mina,2
Dracula,horror,trigrams,diary chapter jonathan,2
Dracula,horror,trigrams,diary spoken van,2
Dracula,horror,trigrams,darkness could see,2
Dracula,horror,trigrams,cloud could see,2
Dracula,horror,trigrams,white teeth red,2
Dracula,horror,trigrams,could see even,2
Dracula,horror,trigrams,far could see,2
Dracula,horror,trigrams,streak coming dawn,2
Dracula,horror,trigrams,saw something like,2
Dracula,horror,trigrams,saw whole man,2
Dracula,horror,trigrams,came could see,2
Dracula,horror,trigrams,window could see,2
Dracula,horror,trigrams,could see bolt,2
Dracula,horror,trigrams,though could see,2
Dracula,horror,trigrams,could see could,2
Dracula,horror,trigrams,see could hear,2
Dracula,horror,trigrams,may never meet,2
Dracula,horror,trigrams,could see key,2
Dracula,horror,trigrams,miss mina murray,2
Dracula,horror,trigrams,shall try see,2
Dracula,horror,trigrams,lucy mina murray,2
Dracula,horror,trigrams,lucy know good,2
Dracula,horror,trigrams,dear could say,2
Dracula,horror,trigrams,could say word,2
Dracula,horror,trigrams,morris telegram arthur,2
Dracula,horror,trigrams,murray journal july,2
Dracula,horror,trigrams,murray journal august,2
Dracula,horror,trigrams,could see lucy,2
Dracula,horror,trigrams,could see sign,2
Dracula,horror,trigrams,top could see,2
Dracula,horror,trigrams,lucy sleep walking,2
Dracula,horror,trigrams,say jonathan husband,2
Dracula,horror,trigrams,god st joseph,2
Dracula,horror,trigrams,glad made resolution,2
Dracula,horror,trigrams,saw white figure,2
Dracula,horror,trigrams,could see figure,2
Dracula,horror,trigrams,oh lucy first,2
Dracula,horror,trigrams,lucy first time,2
Dracula,horror,trigrams,poor lucy know,2
Dracula,horror,trigrams,letter hon arthur,2
Dracula,horror,trigrams,hon arthur september,2
Dracula,horror,trigrams,september dear art,2
Dracula,horror,trigrams,van september patient,2
Dracula,horror,trigrams,arthur hoarsely tell,2
Dracula,horror,trigrams,arthur took hand,2
Dracula,horror,trigrams,boy said van,2
Dracula,horror,trigrams,went lucy room,2
Dracula,horror,trigrams,friend john help,2
Dracula,horror,trigrams,back room lucy,2
Dracula,horror,trigrams,let us see,2
Dracula,horror,trigrams,us see said,2
Dracula,horror,trigrams,bring brandy flew,2
Dracula,horror,trigrams,red riding hood,2
Dracula,horror,trigrams,room van said,2
Dracula,horror,trigrams,know friend john,2
Dracula,horror,trigrams,mina lucy unopened,2
Dracula,horror,trigrams,lucy unopened september,2
Dracula,horror,trigrams,unopened september lucy,2
Dracula,horror,trigrams,lucy face could,2
Dracula,horror,trigrams,could see van,2
Dracula,horror,trigrams,arthur oh love,2
Dracula,horror,trigrams,oh love glad,2
Dracula,horror,trigrams,love glad come,2
Dracula,horror,trigrams,took arthur arm,2
Dracula,horror,trigrams,face sobbing way,2
Dracula,horror,trigrams,yet wait see,2
Dracula,horror,trigrams,friend john think,2
Dracula,horror,trigrams,friend john strange,2
Dracula,horror,trigrams,room lucy lay,2
Dracula,horror,trigrams,read miss lucy,2
Dracula,horror,trigrams,night mina journal,2
Dracula,horror,trigrams,friend john good,2
Dracula,horror,trigrams,van mrs september,2
Dracula,horror,trigrams,miss lucy must,2
Dracula,horror,trigrams,mrs van september,2
Dracula,horror,trigrams,dear lucy last,2
Dracula,horror,trigrams,dear jonathan must,2
Dracula,horror,trigrams,look madam mina,2
Dracula,horror,trigrams,said may read,2
Dracula,horror,trigrams,would like see,2
Dracula,horror,trigrams,jonathan journal september,2
Dracula,horror,trigrams,poor miss lucy,2
Dracula,horror,trigrams,miss lucy speak,2
Dracula,horror,trigrams,may ask help,2
Dracula,horror,trigrams,take madam mina,2
Dracula,horror,trigrams,dead miss lucy,2
Dracula,horror,trigrams,may get light,2
Dracula,horror,trigrams,quite see drift,2
Dracula,horror,trigrams,may ask want,2
Dracula,horror,trigrams,face could see,2
Dracula,horror,trigrams,look back see,2
Dracula,horror,trigrams,know poor lucy,2
Dracula,horror,trigrams,wonderful madam mina,2
Dracula,horror,trigrams,may beginning end,2
Dracula,horror,trigrams,dear lucy sake,2
Dracula,horror,trigrams,mr morris looking,2
Dracula,horror,trigrams,station meet van,2
Dracula,horror,trigrams,pray god may,2
Dracula,horror,trigrams,tell madam mina,2
Dracula,horror,trigrams,madam mina friend,2
Dracula,horror,trigrams,mina friend john,2
Dracula,horror,trigrams,friend john husband,2
Dracula,horror,trigrams,mr morris laconically,2
Dracula,horror,trigrams,mr morris took,2
Dracula,horror,trigrams,window miss lucy,2
Dracula,horror,trigrams,know may enter,2
Dracula,horror,trigrams,branch wild rose,2
Dracula,horror,trigrams,night chapter jonathan,2
Dracula,horror,trigrams,true friend john,2
Dracula,horror,trigrams,house could see,2
Dracula,horror,trigrams,could see jonathan,2
Dracula,horror,trigrams,new fangled ware,2
Dracula,horror,trigrams,fangled ware us,2
Dracula,horror,trigrams,poor madam mina,2
Dracula,horror,trigrams,drew back low,2
Dracula,horror,trigrams,van said gravely,2
Dracula,horror,trigrams,mina poor dear,2
Dracula,horror,trigrams,may happen must,2
Dracula,horror,trigrams,time count may,2
Dracula,horror,trigrams,van holding hand,2
Dracula,horror,trigrams,see red scar,2
Dracula,horror,trigrams,may come along,2
Dracula,horror,trigrams,good said van,2
Dracula,horror,trigrams,said van said,2
Dracula,horror,trigrams,may help us,2
Dracula,horror,trigrams,thank god mina,2
Dracula,horror,trigrams,morris lord door,2
Dracula,horror,trigrams,see might seen,2
Dracula,horror,trigrams,madam mina cold,2
Dracula,horror,trigrams,whatever may come,2
Dracula,horror,trigrams,ever come may,2
Dracula,horror,trigrams,see vice consul,2
Dracula,horror,trigrams,varna czarina catherine,2
Dracula,horror,trigrams,man thought see,2
TalesOfPoe,horror,unigrams,say,102
TalesOfPoe,horror,unigrams,may,86
TalesOfPoe,horror,unigrams,lay,68
TalesOfPoe,horror,unigrams,saw,67
TalesOfPoe,horror,unigrams,see,61
TalesOfPoe,horror,unigrams,way,55
TalesOfPoe,horror,unigrams,king,40
TalesOfPoe,horror,unigrams,case,32
TalesOfPoe,horror,unigrams,red,31
TalesOfPoe,horror,unigrams,fancy,29
TalesOfPoe,horror,unigrams,art,28
TalesOfPoe,horror,unigrams,hope,27
TalesOfPoe,horror,unigrams,rock,25
TalesOfPoe,horror,unigrams,shadow,25
TalesOfPoe,horror,unigrams,wilson,24
TalesOfPoe,horror,unigrams,love,23
TalesOfPoe,horror,unigrams,miles,21
TalesOfPoe,horror,unigrams,gray,18
TalesOfPoe,horror,unigrams,cat,17
TalesOfPoe,horror,unigrams,berenice,16
TalesOfPoe,horror,unigrams,west,16
TalesOfPoe,horror,bigrams,said king,21
TalesOfPoe,horror,bigrams,could see,9
TalesOfPoe,horror,bigrams,made way,9
TalesOfPoe,horror,bigrams,upon rock,9
TalesOfPoe,horror,bigrams,william wilson,8
TalesOfPoe,horror,bigrams,black cat,7
TalesOfPoe,horror,bigrams,red death,7
TalesOfPoe,horror,bigrams,lay upon,7
TalesOfPoe,horror,bigrams,may well,5
TalesOfPoe,horror,bigrams,lady madeline,5
TalesOfPoe,horror,bigrams,puff puff,4
TalesOfPoe,horror,bigrams,lay close,4
TalesOfPoe,horror,bigrams,island fay,3
TalesOfPoe,horror,bigrams,say one,3
TalesOfPoe,horror,bigrams,blood red,3
TalesOfPoe,horror,bigrams,red hot,3
TalesOfPoe,horror,bigrams,little cliff,3
TalesOfPoe,horror,bigrams,impossible say,3
TalesOfPoe,horror,bigrams,sir humphrey,3
TalesOfPoe,horror,bigrams,humphrey davy,3
TalesOfPoe,horror,bigrams,god say,3
TalesOfPoe,horror,bigrams,roderick usher,3
TalesOfPoe,horror,bigrams,fancy grew,3
TalesOfPoe,horror,bigrams,ebony clock,3
TalesOfPoe,horror,bigrams,sir thomas,3
TalesOfPoe,horror,bigrams,art thou,3
TalesOfPoe,horror,bigrams,may possibly,3
TalesOfPoe,horror,bigrams,may seem,3
TalesOfPoe,horror,bigrams,west wing,3
TalesOfPoe,horror,bigrams,ruby red,3
TalesOfPoe,horror,bigrams,petrified forest,3
TalesOfPoe,horror,bigrams,forest near,3
TalesOfPoe,horror,bigrams,edgar allan,2
TalesOfPoe,horror,bigrams,allan poe,2
TalesOfPoe,horror,bigrams,masque red,2
TalesOfPoe,horror,bigrams,heart berenice,2
TalesOfPoe,horror,bigrams,well may,2
TalesOfPoe,horror,bigrams,letter may,2
TalesOfPoe,horror,bigrams,way could,2
TalesOfPoe,horror,bigrams,say much,2
TalesOfPoe,horror,bigrams,say mind,2
TalesOfPoe,horror,trigrams,sat upon rock,5
TalesOfPoe,horror,trigrams,hum said king,4
TalesOfPoe,horror,trigrams,lay close within,4
TalesOfPoe,horror,trigrams,sir humphrey davy,3
TalesOfPoe,horror,trigrams,petrified forest near,3
TalesOfPoe,horror,trigrams,edgar allan poe,2
TalesOfPoe,horror,trigrams,masque red death,2
TalesOfPoe,horror,trigrams,black cat think,2
TalesOfPoe,horror,trigrams,blood red streak,2
TalesOfPoe,horror,trigrams,oh said king,2
TalesOfPoe,horror,trigrams,said king among,2
TalesOfPoe,horror,trigrams,ice red hot,2
TalesOfPoe,horror,trigrams,diary sir humphrey,2
TalesOfPoe,horror,trigrams,earnest desire see,2
TalesOfPoe,horror,trigrams,moon lay close,2
TalesOfPoe,horror,trigrams,desert upon rock,2
TalesOfPoe,horror,trigrams,upon rock silence,2
TalesOfPoe,horror,trigrams,la solitude belle,2
TalesOfPoe,horror,trigrams,solitude belle chose,2
TalesOfPoe,horror,trigrams,thee hollow vale,2
TalesOfPoe,horror,trigrams,felt lay upon,2
TalesOfPoe,horror,trigrams,lay upon back,2
TalesOfPoe,horror,trigrams,mixture pure art,2
TalesOfPoe,horror,trigrams,pure art garden,2
TalesOfPoe,horror,trigrams,art garden scene,2
TalesOfPoe,horror,trigrams,could see nothing,2
TalesOfPoe,horror,trigrams,sun made way,2
TalesOfPoe,horror,trigrams,east two west,2
TalesOfPoe,horror,trigrams,ruby red asphodel,2
TalesOfPoe,horror,trigrams,scarlet plumage us,2
TalesOfPoe,horror,trigrams,forest near head,2
TalesOfPoe,horror,trigrams,works edgar allan,1
TalesOfPoe,horror,trigrams,allan poe edgar,1
TalesOfPoe,horror,trigrams,poe edgar allan,1
TalesOfPoe,horror,trigrams,allan poe raven,1
TalesOfPoe,horror,trigrams,poe raven edition,1
TalesOfPoe,horror,trigrams,raven edition volume,1
TalesOfPoe,horror,trigrams,mesmeric revelation case,1
TalesOfPoe,horror,trigrams,revelation case black,1
TalesOfPoe,horror,trigrams,case black cat,1
TalesOfPoe,horror,trigrams,black cat fall,1
TalesOfPoe,horror,trigrams,cat fall house,1
TalesOfPoe,horror,trigrams,fable masque red,1
TalesOfPoe,horror,trigrams,red death cask,1
TalesOfPoe,horror,trigrams,perverse island fay,1
TalesOfPoe,horror,trigrams,island fay assignation,1
TalesOfPoe,horror,trigrams,fay assignation pit,1
TalesOfPoe,horror,trigrams,domain cottage william,1
TalesOfPoe,horror,trigrams,cottage william tell,1
TalesOfPoe,horror,trigrams,william tell tale,1
TalesOfPoe,horror,trigrams,tale heart berenice,1
TalesOfPoe,horror,trigrams,heart berenice second,1
TalesOfPoe,horror,trigrams,berenice second volume,1
TalesOfPoe,horror,trigrams,end letter nil,1
TalesOfPoe,horror,trigrams,letter nil seneca,1
TalesOfPoe,horror,trigrams,nil seneca paris,1
TalesOfPoe,horror,trigrams,dark one gusty,1
TalesOfPoe,horror,trigrams,one gusty evening,1
TalesOfPoe,horror,trigrams,gusty evening autumn,1
TalesOfPoe,horror,trigrams,mystery murder marie,1
TalesOfPoe,horror,trigrams,murder marie rog,1
TalesOfPoe,horror,trigrams,marie rog upon,1
TalesOfPoe,horror,trigrams,rog upon therefore,1
TalesOfPoe,horror,trigrams,nothing assassination way,1
TalesOfPoe,horror,trigrams,assassination way hope,1
TalesOfPoe,horror,trigrams,way hope oh,1
TalesOfPoe,horror,trigrams,hope oh nothing,1
TalesOfPoe,horror,trigrams,steady contemplative puff,1
TalesOfPoe,horror,trigrams,contemplative puff settled,1
TalesOfPoe,horror,trigrams,puff settled chair,1
TalesOfPoe,horror,trigrams,last importance royal,1
TalesOfPoe,horror,trigrams,importance royal individual,1
TalesOfPoe,horror,trigrams,royal individual known,1
TalesOfPoe,horror,trigrams,robber possession say,1
TalesOfPoe,horror,trigrams,possession say must,1
TalesOfPoe,horror,trigrams,say must design,1
DrJekyllAndMrHyde,horror,unigrams,see,47
DrJekyllAndMrHyde,horror,unigrams,way,32
DrJekyllAndMrHyde,horror,unigrams,henry,30
DrJekyllAndMrHyde,horror,unigrams,say,25
DrJekyllAndMrHyde,horror,unigrams,edward,25
DrJekyllAndMrHyde,horror,unigrams,saw,24
DrJekyllAndMrHyde,horror,unigrams,may,22
DrJekyllAndMrHyde,horror,unigrams,case,16
DrJekyllAndMrHyde,horror,unigrams,lay,16
DrJekyllAndMrHyde,horror,unigrams,drew,13
DrJekyllAndMrHyde,horror,unigrams,butler,12
DrJekyllAndMrHyde,horror,unigrams,red,8
DrJekyllAndMrHyde,horror,unigrams,hope,7
DrJekyllAndMrHyde,horror,unigrams,bear,6
DrJekyllAndMrHyde,horror,unigrams,else,5
DrJekyllAndMrHyde,horror,unigrams,harry,5
DrJekyllAndMrHyde,horror,unigrams,fancy,5
DrJekyllAndMrHyde,horror,unigrams,yard,5
DrJekyllAndMrHyde,horror,unigrams,grant,5
DrJekyllAndMrHyde,horror,unigrams,fortune,4
DrJekyllAndMrHyde,horror,unigrams,mark,4
DrJekyllAndMrHyde,horror,unigrams,town,4
DrJekyllAndMrHyde,horror,bigrams,could see,4
DrJekyllAndMrHyde,horror,bigrams,see mr,4
DrJekyllAndMrHyde,horror,bigrams,say sir,4
DrJekyllAndMrHyde,horror,bigrams,never saw,3
DrJekyllAndMrHyde,horror,bigrams,say nothing,3
DrJekyllAndMrHyde,horror,bigrams,want see,3
DrJekyllAndMrHyde,horror,bigrams,drew near,3
DrJekyllAndMrHyde,horror,bigrams,poor harry,3
DrJekyllAndMrHyde,horror,bigrams,said may,3
DrJekyllAndMrHyde,horror,bigrams,wish see,3
DrJekyllAndMrHyde,horror,bigrams,red baize,3
DrJekyllAndMrHyde,horror,bigrams,god grant,3
DrJekyllAndMrHyde,horror,bigrams,said butler,3
DrJekyllAndMrHyde,horror,bigrams,murder case,2
DrJekyllAndMrHyde,horror,bigrams,henry full,2
DrJekyllAndMrHyde,horror,bigrams,statement case,2
DrJekyllAndMrHyde,horror,bigrams,found way,2
DrJekyllAndMrHyde,horror,bigrams,used say,2
DrJekyllAndMrHyde,horror,bigrams,way lay,2
DrJekyllAndMrHyde,horror,bigrams,saw two,2
DrJekyllAndMrHyde,horror,bigrams,prisoner saw,2
DrJekyllAndMrHyde,horror,bigrams,mr see,2
DrJekyllAndMrHyde,horror,bigrams,say one,2
DrJekyllAndMrHyde,horror,bigrams,saw man,2
DrJekyllAndMrHyde,horror,bigrams,see moment,2
DrJekyllAndMrHyde,horror,bigrams,mr way,2
DrJekyllAndMrHyde,horror,bigrams,case disappearance,2
DrJekyllAndMrHyde,horror,bigrams,see little,2
DrJekyllAndMrHyde,horror,bigrams,let see,2
DrJekyllAndMrHyde,horror,bigrams,see face,2
DrJekyllAndMrHyde,horror,bigrams,else said,2
DrJekyllAndMrHyde,horror,bigrams,shall say,2
DrJekyllAndMrHyde,horror,bigrams,lawyer see,2
DrJekyllAndMrHyde,horror,bigrams,every mark,2
DrJekyllAndMrHyde,horror,bigrams,may times,2
DrJekyllAndMrHyde,horror,bigrams,see said,2
DrJekyllAndMrHyde,horror,bigrams,lay floor,2
DrJekyllAndMrHyde,horror,bigrams,across yard,2
DrJekyllAndMrHyde,horror,bigrams,cannot say,2
DrJekyllAndMrHyde,horror,bigrams,see letter,2
DrJekyllAndMrHyde,horror,bigrams,hand edward,2
DrJekyllAndMrHyde,horror,bigrams,dead may,2
DrJekyllAndMrHyde,horror,bigrams,name henry,2
DrJekyllAndMrHyde,horror,bigrams,led way,2
DrJekyllAndMrHyde,horror,bigrams,see sir,2
DrJekyllAndMrHyde,horror,bigrams,may say,2
DrJekyllAndMrHyde,horror,bigrams,think see,2
DrJekyllAndMrHyde,horror,bigrams,name edward,2
DrJekyllAndMrHyde,horror,bigrams,house butler,2
DrJekyllAndMrHyde,horror,bigrams,edward must,2
DrJekyllAndMrHyde,horror,bigrams,body edward,2
DrJekyllAndMrHyde,horror,bigrams,saw life,2
DrJekyllAndMrHyde,horror,bigrams,love life,2
DrJekyllAndMrHyde,horror,bigrams,think glad,2
DrJekyllAndMrHyde,horror,bigrams,strange case,1
DrJekyllAndMrHyde,horror,bigrams,case mr,1
DrJekyllAndMrHyde,horror,bigrams,mr robert,1
DrJekyllAndMrHyde,horror,bigrams,robert louis,1
DrJekyllAndMrHyde,horror,bigrams,louis contents,1
DrJekyllAndMrHyde,horror,bigrams,case incident,1
DrJekyllAndMrHyde,horror,bigrams,narrative henry,1
DrJekyllAndMrHyde,horror,bigrams,case story,1
DrJekyllAndMrHyde,horror,bigrams,long dusty,1
DrJekyllAndMrHyde,horror,bigrams,dusty dreary,1
DrJekyllAndMrHyde,horror,bigrams,way talk,1
DrJekyllAndMrHyde,horror,bigrams,incline cain,1
DrJekyllAndMrHyde,horror,bigrams,cain heresy,1
DrJekyllAndMrHyde,horror,bigrams,say quaintly,1
DrJekyllAndMrHyde,horror,bigrams,devil way,1
DrJekyllAndMrHyde,horror,bigrams,way character,1
DrJekyllAndMrHyde,horror,bigrams,frequently fortune,1
DrJekyllAndMrHyde,horror,bigrams,fortune last,1
DrJekyllAndMrHyde,horror,bigrams,nature mark,1
DrJekyllAndMrHyde,horror,bigrams,mark modest,1
DrJekyllAndMrHyde,horror,bigrams,lawyer way,1
DrJekyllAndMrHyde,horror,bigrams,way blood,1
DrJekyllAndMrHyde,horror,bigrams,like ivy,1
DrJekyllAndMrHyde,horror,bigrams,ivy growth,1
DrJekyllAndMrHyde,horror,bigrams,mr richard,1
DrJekyllAndMrHyde,horror,bigrams,richard distant,1
DrJekyllAndMrHyde,horror,bigrams,man town,1
DrJekyllAndMrHyde,horror,bigrams,town nut,1
DrJekyllAndMrHyde,horror,bigrams,see subject,1
DrJekyllAndMrHyde,horror,bigrams,chief jewel,1
DrJekyllAndMrHyde,horror,bigrams,jewel week,1
DrJekyllAndMrHyde,horror,trigrams,henry full statement,2
DrJekyllAndMrHyde,horror,trigrams,full statement case,2
DrJekyllAndMrHyde,horror,trigrams,said mr see,2
DrJekyllAndMrHyde,horror,trigrams,never saw man,2
DrJekyllAndMrHyde,horror,trigrams,see said lawyer,2
DrJekyllAndMrHyde,horror,trigrams,straight house butler,2
DrJekyllAndMrHyde,horror,trigrams,strange case mr,1
DrJekyllAndMrHyde,horror,trigrams,case mr robert,1
DrJekyllAndMrHyde,horror,trigrams,mr robert louis,1
DrJekyllAndMrHyde,horror,trigrams,robert louis contents,1
DrJekyllAndMrHyde,horror,trigrams,louis contents story,1
DrJekyllAndMrHyde,horror,trigrams,ease murder case,1
DrJekyllAndMrHyde,horror,trigrams,murder case incident,1
DrJekyllAndMrHyde,horror,trigrams,case incident letter,1
DrJekyllAndMrHyde,horror,trigrams,night narrative henry,1
DrJekyllAndMrHyde,horror,trigrams,narrative henry full,1
DrJekyllAndMrHyde,horror,trigrams,statement case story,1
DrJekyllAndMrHyde,horror,trigrams,case story door,1
DrJekyllAndMrHyde,horror,trigrams,lean long dusty,1
DrJekyllAndMrHyde,horror,trigrams,long dusty dreary,1
DrJekyllAndMrHyde,horror,trigrams,dusty dreary yet,1
DrJekyllAndMrHyde,horror,trigrams,never found way,1
DrJekyllAndMrHyde,horror,trigrams,found way talk,1
DrJekyllAndMrHyde,horror,trigrams,way talk spoke,1
DrJekyllAndMrHyde,horror,trigrams,reprove incline cain,1
DrJekyllAndMrHyde,horror,trigrams,incline cain heresy,1
DrJekyllAndMrHyde,horror,trigrams,cain heresy used,1
DrJekyllAndMrHyde,horror,trigrams,heresy used say,1
DrJekyllAndMrHyde,horror,trigrams,used say quaintly,1
DrJekyllAndMrHyde,horror,trigrams,say quaintly let,1
DrJekyllAndMrHyde,horror,trigrams,go devil way,1
DrJekyllAndMrHyde,horror,trigrams,devil way character,1
DrJekyllAndMrHyde,horror,trigrams,way character frequently,1
DrJekyllAndMrHyde,horror,trigrams,character frequently fortune,1
DrJekyllAndMrHyde,horror,trigrams,frequently fortune last,1
DrJekyllAndMrHyde,horror,trigrams,fortune last reputable,1
DrJekyllAndMrHyde,horror,trigrams,good nature mark,1
DrJekyllAndMrHyde,horror,trigrams,nature mark modest,1
DrJekyllAndMrHyde,horror,trigrams,mark modest man,1
DrJekyllAndMrHyde,horror,trigrams,opportunity lawyer way,1
DrJekyllAndMrHyde,horror,trigrams,lawyer way blood,1
DrJekyllAndMrHyde,horror,trigrams,way blood known,1
DrJekyllAndMrHyde,horror,trigrams,known like ivy,1
DrJekyllAndMrHyde,horror,trigrams,like ivy growth,1
DrJekyllAndMrHyde,horror,trigrams,ivy growth time,1
DrJekyllAndMrHyde,horror,trigrams,united mr richard,1
DrJekyllAndMrHyde,horror,trigrams,mr richard distant,1
DrJekyllAndMrHyde,horror,trigrams,richard distant kinsman,1
DrJekyllAndMrHyde,horror,trigrams,known man town,1
DrJekyllAndMrHyde,horror,trigrams,man town nut,1
DrJekyllAndMrHyde,horror,trigrams,town nut crack,1
DrJekyllAndMrHyde,horror,trigrams,two could see,1
DrJekyllAndMrHyde,horror,trigrams,could see subject,1
DrJekyllAndMrHyde,horror,trigrams,see subject could,1
DrJekyllAndMrHyde,horror,trigrams,store chief jewel,1
DrJekyllAndMrHyde,horror,trigrams,chief jewel week,1
DrJekyllAndMrHyde,horror,trigrams,jewel week set,1
DrJekyllAndMrHyde,horror,trigrams,uninterrupted one way,1
DrJekyllAndMrHyde,horror,trigrams,one way led,1
DrJekyllAndMrHyde,horror,trigrams,way led street,1
DrJekyllAndMrHyde,horror,trigrams,veiled florid lay,1
DrJekyllAndMrHyde,horror,trigrams,florid lay comparatively,1
DrJekyllAndMrHyde,horror,trigrams,lay comparatively empty,1
DrJekyllAndMrHyde,horror,trigrams,like fire forest,1
DrJekyllAndMrHyde,horror,trigrams,fire forest freshly,1
DrJekyllAndMrHyde,horror,trigrams,forest freshly painted,1
DrJekyllAndMrHyde,horror,trigrams,door neither bell,1
DrJekyllAndMrHyde,horror,trigrams,neither bell knocker,1
DrJekyllAndMrHyde,horror,trigrams,bell knocker blistered,1
DrJekyllAndMrHyde,horror,trigrams,voice well way,1
DrJekyllAndMrHyde,horror,trigrams,well way returned,1
DrJekyllAndMrHyde,horror,trigrams,way returned mr,1
DrJekyllAndMrHyde,horror,trigrams,winter morning way,1
DrJekyllAndMrHyde,horror,trigrams,morning way lay,1
DrJekyllAndMrHyde,horror,trigrams,way lay part,1
DrJekyllAndMrHyde,horror,trigrams,lay part town,1
DrJekyllAndMrHyde,horror,trigrams,part town literally,1
DrJekyllAndMrHyde,horror,trigrams,town literally nothing,1
DrJekyllAndMrHyde,horror,trigrams,sight policeman saw,1
DrJekyllAndMrHyde,horror,trigrams,policeman saw two,1
DrJekyllAndMrHyde,horror,trigrams,saw two one,1
DrJekyllAndMrHyde,horror,trigrams,hear hellish see,1
DrJekyllAndMrHyde,horror,trigrams,hellish see like,1
DrJekyllAndMrHyde,horror,trigrams,see like man,1
DrJekyllAndMrHyde,horror,trigrams,natural doctor case,1
DrJekyllAndMrHyde,horror,trigrams,doctor case struck,1
DrJekyllAndMrHyde,horror,trigrams,case struck usual,1
PrideAndPrejudice,romance,unigrams,elizabeth,645
PrideAndPrejudice,romance,unigrams,bennet,339
PrideAndPrejudice,romance,unigrams,jane,302
PrideAndPrejudice,romance,unigrams,may,206
PrideAndPrejudice,romance,unigrams,collins,190
PrideAndPrejudice,romance,unigrams,lydia,176
PrideAndPrejudice,romance,unigrams,say,160
PrideAndPrejudice,romance,unigrams,see,153
PrideAndPrejudice,romance,unigrams,catherine,132
PrideAndPrejudice,romance,unigrams,hope,125
PrideAndPrejudice,romance,unigrams,way,115
PrideAndPrejudice,romance,unigrams,love,102
PrideAndPrejudice,romance,unigrams,saw,102
PrideAndPrejudice,romance,unigrams,charlotte,87
PrideAndPrejudice,romance,unigrams,happy,83
PrideAndPrejudice,romance,unigrams,kitty,72
PrideAndPrejudice,romance,unigrams,town,68
PrideAndPrejudice,romance,unigrams,george,47
PrideAndPrejudice,romance,unigrams,marry,46
PrideAndPrejudice,romance,unigrams,william,46
PrideAndPrejudice,romance,unigrams,mary,43
PrideAndPrejudice,romance,unigrams,else,43
PrideAndPrejudice,romance,unigrams,fortune,39
PrideAndPrejudice,romance,unigrams,allen,37
PrideAndPrejudice,romance,unigrams,glad,36
PrideAndPrejudice,romance,unigrams,case,35
PrideAndPrejudice,romance,unigrams,bear,25
PrideAndPrejudice,romance,unigrams,park,23
PrideAndPrejudice,romance,unigrams,son,23
PrideAndPrejudice,romance,unigrams,eliza,23
PrideAndPrejudice,romance,bigrams,mr collins,160
PrideAndPrejudice,romance,bigrams,mrs bennet,160
PrideAndPrejudice,romance,bigrams,lady catherine,122
