book,genre,rank,ngram,count
Frankenstein,horror,70,return,49
Frankenstein,horror,71,happiness,49
Frankenstein,horror,72,know,49
Frankenstein,horror,73,despair,49
Frankenstein,horror,74,chapter,48
Frankenstein,horror,75,long,48
Frankenstein,horror,76,another,47
Frankenstein,horror,77,days,47
Frankenstein,horror,78,cannot,46
Frankenstein,horror,79,voice,46
Frankenstein,horror,80,happy,46
Frankenstein,horror,81,sun,45
Frankenstein,horror,82,world,45
Frankenstein,horror,83,poor,45
Frankenstein,horror,84,horror,45
Frankenstein,horror,85,much,44
Frankenstein,horror,86,years,44
Frankenstein,horror,87,men,44
Frankenstein,horror,88,creature,44
Frankenstein,horror,89,alone,44
Frankenstein,horror,90,scene,44
Frankenstein,horror,91,ice,43
Frankenstein,horror,92,light,42
Frankenstein,horror,93,joy,42
Frankenstein,horror,94,came,42
Frankenstein,horror,95,fear,40
Frankenstein,horror,96,affection,40
Frankenstein,horror,97,house,40
Frankenstein,horror,98,far,39
Frankenstein,horror,99,power,39
Frankenstein,horror,100,part,39
AutobiographyOfBenjaminFranklin,autobiography,1,one,294
AutobiographyOfBenjaminFranklin,autobiography,2,time,201
AutobiographyOfBenjaminFranklin,autobiography,3,great,174
AutobiographyOfBenjaminFranklin,autobiography,4,good,160
AutobiographyOfBenjaminFranklin,autobiography,5,made,155
AutobiographyOfBenjaminFranklin,autobiography,6,little,145
AutobiographyOfBenjaminFranklin,autobiography,7,much,143
AutobiographyOfBenjaminFranklin,autobiography,8,might,142
AutobiographyOfBenjaminFranklin,autobiography,9,first,140
AutobiographyOfBenjaminFranklin,autobiography,10,house,137
AutobiographyOfBenjaminFranklin,autobiography,11,us,132
AutobiographyOfBenjaminFranklin,autobiography,12,business,129
AutobiographyOfBenjaminFranklin,autobiography,13,new,128
AutobiographyOfBenjaminFranklin,autobiography,14,man,110
AutobiographyOfBenjaminFranklin,autobiography,15,found,109
AutobiographyOfBenjaminFranklin,autobiography,16,may,107
AutobiographyOfBenjaminFranklin,autobiography,17,upon,102
AutobiographyOfBenjaminFranklin,autobiography,18,well,99
AutobiographyOfBenjaminFranklin,autobiography,19,many,99
AutobiographyOfBenjaminFranklin,autobiography,20,soon,96
AutobiographyOfBenjaminFranklin,autobiography,21,thought,93
AutobiographyOfBenjaminFranklin,autobiography,22,said,91
AutobiographyOfBenjaminFranklin,autobiography,23,two,90
AutobiographyOfBenjaminFranklin,autobiography,24,took,82
AutobiographyOfBenjaminFranklin,autobiography,25,never,82
AutobiographyOfBenjaminFranklin,autobiography,26,people,82
AutobiographyOfBenjaminFranklin,autobiography,27,money,82
AutobiographyOfBenjaminFranklin,autobiography,28,years,80
AutobiographyOfBenjaminFranklin,autobiography,29,among,77
AutobiographyOfBenjaminFranklin,autobiography,30,men,77
AutobiographyOfBenjaminFranklin,autobiography,31,another,77
AutobiographyOfBenjaminFranklin,autobiography,32,day,76
AutobiographyOfBenjaminFranklin,autobiography,33,gave,75
AutobiographyOfBenjaminFranklin,autobiography,34,general,74
AutobiographyOfBenjaminFranklin,autobiography,35,friends,73
AutobiographyOfBenjaminFranklin,autobiography,36,work,73
AutobiographyOfBenjaminFranklin,autobiography,37,however,73
AutobiographyOfBenjaminFranklin,autobiography,38,england,72
AutobiographyOfBenjaminFranklin,autobiography,39,without,71
AutobiographyOfBenjaminFranklin,autobiography,40,governor,71
AutobiographyOfBenjaminFranklin,autobiography,41,several,70
AutobiographyOfBenjaminFranklin,autobiography,42,therefore,69
AutobiographyOfBenjaminFranklin,autobiography,43,see,69
AutobiographyOfBenjaminFranklin,autobiography,44,went,69
AutobiographyOfBenjaminFranklin,autobiography,45,father,67
AutobiographyOfBenjaminFranklin,autobiography,46,give,66
AutobiographyOfBenjaminFranklin,autobiography,47,came,66
AutobiographyOfBenjaminFranklin,autobiography,48,public,65
AutobiographyOfBenjaminFranklin,autobiography,49,every,65
AutobiographyOfBenjaminFranklin,autobiography,50,must,65
AutobiographyOfBenjaminFranklin,autobiography,51,paper,65
AutobiographyOfBenjaminFranklin,autobiography,52,life,64
AutobiographyOfBenjaminFranklin,autobiography,53,make,64
AutobiographyOfBenjaminFranklin,autobiography,54,tho,63
AutobiographyOfBenjaminFranklin,autobiography,55,near,62
AutobiographyOfBenjaminFranklin,autobiography,56,part,62
AutobiographyOfBenjaminFranklin,autobiography,57,old,60
AutobiographyOfBenjaminFranklin,autobiography,58,poor,59
AutobiographyOfBenjaminFranklin,autobiography,59,young,59
AutobiographyOfBenjaminFranklin,autobiography,60,read,59
AutobiographyOfBenjaminFranklin,autobiography,61,printing,59
AutobiographyOfBenjaminFranklin,autobiography,62,assembly,59
AutobiographyOfBenjaminFranklin,autobiography,63,think,58
AutobiographyOfBenjaminFranklin,autobiography,64,put,57
AutobiographyOfBenjaminFranklin,autobiography,65,yet,57
AutobiographyOfBenjaminFranklin,autobiography,66,still,56
AutobiographyOfBenjaminFranklin,autobiography,67,often,56
AutobiographyOfBenjaminFranklin,autobiography,68,use,55
AutobiographyOfBenjaminFranklin,autobiography,69,till,55
AutobiographyOfBenjaminFranklin,autobiography,70,says,54
AutobiographyOfBenjaminFranklin,autobiography,71,year,54
AutobiographyOfBenjaminFranklin,autobiography,72,better,53
AutobiographyOfBenjaminFranklin,autobiography,73,etc,53
AutobiographyOfBenjaminFranklin,autobiography,74,company,52
AutobiographyOfBenjaminFranklin,autobiography,75,left,52
AutobiographyOfBenjaminFranklin,autobiography,76,shall,51
AutobiographyOfBenjaminFranklin,autobiography,77,account,51
